time,open,high,low,close,volume
2025-12-29 00:15:00,4523.415,4523.425,4481.865,4486.255,7731
2025-12-29 00:30:00,4486.255,4502.748,4471.498,4489.048,6600
2025-12-29 00:45:00,4489.048,4506.409,4488.869,4496.998,4988
2025-12-29 01:00:00,4496.899,4514.429,4491.998,4511.788,7953
2025-12-29 01:15:00,4511.719,4516.959,4495.035,4498.748,5975
2025-12-29 01:30:00,4498.748,4507.135,4491.408,4501.375,7838
2025-12-29 01:45:00,4501.375,4506.365,4494.605,4496.795,6335
2025-12-29 02:00:00,4496.805,4509.075,4495.925,4506.648,5672
2025-12-29 02:15:00,4506.665,4513.985,4503.755,4512.155,3910
2025-12-29 02:30:00,4512.139,4515.485,4508.515,4511.465,6087
